id,years,program,Y0_enrol,Y0_complete,Y0_grade,Y1_enrol,Y1_complete,Y1_grade,Y2_enrol,Y2_complete,Y2_grade,Y3_enrol,Y3_complete,Y3_grade,Y4_enrol,Y4_complete,Y4_grade,Class
111364582,four,nursing,medium,medium,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
111374594,four,nursing,medium,medium,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
111374596,four,nursing,low,low,B,high,medium,B,medium,medium,B,medium,medium,C,high,medium,C,ok
111374597,four,nursing,medium,medium,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
111374689,four,nursing,medium,medium,A,low,low,B,high,medium,B,high,medium,B,high,high,B,ok
111374694,four,nursing,high,high,B,low,low,E,low,low,E,low,low,E,medium,low,B,ok
111374695,four,nursing,medium,medium,B,low,low,B,medium,medium,B,medium,medium,B,high,medium,C,ok
111374699,four,nursing,medium,medium,B,medium,medium,B,medium,medium,B,high,medium,B,high,high,B,ok
111374720,four,nursing,low,low,A,high,medium,B,high,high,C,high,medium,B,high,high,C,ok
111374724,four,nursing,low,low,B,high,high,B,high,high,B,high,medium,B,high,medium,C,ok
111374728,four,nursing,medium,medium,A,high,high,A,high,high,A,high,high,B,low,low,E,ok
111374734,four,nursing,medium,medium,B,medium,medium,B,medium,medium,B,high,medium,C,high,high,C,ok
111374737,four,nursing,low,low,B,high,medium,B,high,high,C,high,high,B,high,high,B,ok
111384833,four,nursing,medium,low,E,low,low,E,low,low,E,medium,low,E,low,low,E,fail
111384852,four,nursing,medium,medium,B,low,low,B,low,low,B,high,medium,B,high,high,B,ok
111395010,four,nursing,medium,medium,B,low,low,B,low,low,A,high,medium,C,medium,medium,B,ok
111395038,four,nursing,medium,medium,C,low,low,E,low,low,E,low,low,E,high,low,C,ok
111445511,four,nursing,low,low,C,medium,low,B,high,medium,C,high,medium,C,high,low,B,ok
131377008,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377018,three,management,high,low,C,high,low,B,low,low,E,low,low,E,low,low,E,ok
131377024,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377037,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377072,three,management,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377079,three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377080,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377081,three,management,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377132,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377133,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377142,three,management,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377143,three,management,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377144,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377153,three,biology,high,medium,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377159,three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377165,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377223,four,nursing,high,high,B,high,medium,B,low,low,E,low,low,E,low,low,E,ok
131377231,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377262,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377280,three,management,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377286,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377295,three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377299,three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377305,three,management,high,medium,C,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377313,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377317,four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377318,three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377324,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377332,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377333,three,biology,medium,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377334,three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377337,three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377342,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377345,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377367,three,informatics,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131377373,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377381,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377384,three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377395,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377399,three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377407,three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377408,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377418,three,informatics,high,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377431,three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377432,three,biology,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377438,three,informatics,high,high,B,high,high,A,low,low,E,low,low,E,low,low,E,ok
131377448,three,management,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377462,three,management,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377535,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377551,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377570,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377571,three,informatics,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377579,four,nursing,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377589,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377605,three,management,high,low,E,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131377608,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377611,three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377614,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377620,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377627,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377630,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377640,four,nursing,high,high,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
131377642,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377643,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377650,three,informatics,high,low,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
131377651,four,nursing,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377671,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377686,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377687,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377688,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377700,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377704,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377707,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377709,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377735,three,management,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377738,three,biology,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377739,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377740,four,nursing,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377742,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377746,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377751,three,informatics,high,medium,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
131377756,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377758,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377761,three,management,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377765,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377769,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377771,three,informatics,medium,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377775,three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377779,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377780,three,informatics,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377785,four,nursing,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377787,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377796,three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377799,three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377802,four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377811,three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377823,three,informatics,high,medium,C,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377840,four,nursing,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377841,four,nursing,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377847,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377848,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377850,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377852,three,management,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377854,three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377857,three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377868,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377872,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377875,three,informatics,high,medium,B,high,low,C,low,low,E,low,low,E,low,low,E,ok
131377878,three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377881,three,informatics,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377882,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377885,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377893,four,nursing,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377909,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377924,four,nursing,medium,medium,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377927,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377939,three,management,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377957,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377958,four,nursing,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377960,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377971,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377972,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131377983,four,nursing,high,medium,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131377984,three,management,high,medium,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
131377987,four,nursing,high,high,B,medium,medium,B,low,low,E,low,low,E,low,low,E,ok
131377990,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131377993,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131377995,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378002,four,nursing,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378013,four,nursing,high,medium,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378014,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378017,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378030,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378035,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378036,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378037,three,management,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378038,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378043,three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131378044,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378052,three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378053,three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378062,three,informatics,high,medium,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378063,three,management,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378066,three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131378067,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378068,three,informatics,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378082,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378086,three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378089,three,management,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131378091,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378092,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378101,three,informatics,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378102,three,management,high,high,A,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378112,four,nursing,high,medium,C,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378113,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378119,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378123,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378137,three,informatics,high,high,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131378138,four,nursing,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378150,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378155,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378157,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378161,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378162,three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378165,three,informatics,high,medium,C,high,low,B,low,low,E,low,low,E,low,low,E,ok
131378169,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378175,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378182,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378183,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378187,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378191,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378192,three,management,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378195,three,informatics,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378198,three,informatics,high,low,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
131378201,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378203,three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378205,three,informatics,high,medium,C,high,low,B,low,low,E,low,low,E,low,low,E,ok
131378211,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378215,four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378226,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131378228,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378230,three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131378247,three,informatics,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
131378250,three,management,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131378269,three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378271,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378273,three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378275,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378278,three,informatics,medium,low,E,high,low,A,low,low,E,low,low,E,low,low,E,fail
131378281,three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
131378291,four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378298,three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378303,three,management,high,medium,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
131378310,three,informatics,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378320,three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
131378322,three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
